date,btc_close,composite_score,target_btc_exposure_pct,red_count,green_count,signal,dca_percentile,dca_multiplier,dca_buy_factor,reserve_balance
2021-08-08,43827.75,46.93,57.6,0,0,HOLD,46.4,1.0,1.0,12.75
2021-08-09,46292.61,46.33,59.1,0,1,HOLD,44.7,1.0,1.0,12.75
2021-08-10,45601.03,50.86,47.9,0,0,HOLD,55.3,1.0,1.0,12.75
2021-08-11,45556.69,45.49,61.1,0,1,HOLD,42.5,1.0,1.0,12.75
2021-08-12,44425.52,49.4,51.5,0,0,HOLD,52.8,1.0,1.0,12.75
2021-08-13,47832.93,47.63,55.9,0,1,HOLD,48.4,1.0,1.0,12.75
2021-08-14,47102.03,52.31,44.2,0,0,HOLD,57.8,1.0,1.0,12.75
2021-08-15,47015.94,46.71,58.2,0,1,HOLD,46.1,1.0,1.0,12.75
2021-08-16,45927.4,50.72,48.2,0,0,HOLD,55.5,1.0,1.0,12.75
2021-08-17,44684.43,44.19,64.1,0,1,HOLD,39.2,1.0,1.0,12.75
2021-08-18,44714.54,49.23,51.9,0,0,HOLD,52.6,1.0,1.0,12.75
2021-08-19,46761.49,46.13,59.6,0,1,HOLD,44.4,1.0,1.0,12.75
2021-08-20,49336.45,54.21,39.6,0,0,HOLD,59.7,1.0,1.0,12.75
2021-08-21,48867.87,48.02,54.9,0,1,HOLD,49.8,1.0,1.0,12.75
2021-08-22,49289.71,54.02,40.1,0,0,HOLD,59.7,1.0,1.0,12.75
2021-08-23,49521.06,49.26,51.8,0,1,HOLD,52.9,1.0,1.0,12.75
2021-08-24,47690.54,53.07,42.4,0,0,HOLD,59.2,1.0,1.0,12.75
2021-08-25,48996.44,48.68,53.3,0,1,HOLD,51.8,1.0,1.0,12.75
2021-08-26,46852.22,52.0,45.0,0,0,HOLD,57.9,1.0,1.0,12.75
2021-08-27,49088.1,48.66,53.3,0,1,HOLD,51.8,1.0,1.0,12.75
2021-08-28,48918.9,54.16,39.7,0,0,HOLD,60.2,1.0,1.0,12.75
2021-08-29,48794.26,48.31,54.2,0,1,HOLD,50.9,1.0,1.0,12.75
2021-08-30,46993.31,51.01,47.5,0,0,HOLD,56.5,1.0,1.0,12.75
2021-08-31,47159.26,45.85,60.2,0,1,HOLD,43.9,1.0,1.0,12.75
2021-09-01,48840.01,52.95,42.7,0,0,HOLD,59.7,1.0,1.0,12.75
2021-09-02,49280.77,47.76,55.6,0,1,HOLD,49.4,1.0,1.0,12.75
2021-09-03,50019.51,54.06,40.0,1,0,HOLD,60.5,1.0,1.0,12.75
2021-09-04,49935.29,48.6,53.5,1,1,HOLD,51.8,1.0,1.0,12.75
2021-09-05,51784.16,55.78,35.9,1,0,HOLD,62.3,1.0,1.0,12.75
2021-09-06,52693.32,53.28,41.9,1,0,HOLD,60.0,1.0,1.0,12.75
2021-09-07,46856.31,51.81,45.5,0,0,HOLD,57.7,1.0,1.0,12.75
2021-09-08,46073.45,47.83,55.4,0,0,HOLD,49.6,1.0,1.0,12.75
2021-09-09,46392.85,51.26,46.9,0,0,HOLD,57.3,1.0,1.0,12.75
2021-09-10,44853.1,48.0,55.0,0,0,HOLD,49.9,1.0,1.0,12.75
2021-09-11,45166.12,49.86,50.3,0,0,HOLD,54.9,1.0,1.0,12.75
2021-09-12,46049.72,49.64,50.9,0,0,HOLD,54.5,1.0,1.0,12.75
2021-09-13,44958.56,46.93,57.6,0,0,HOLD,46.8,1.0,1.0,12.75
2021-09-14,47129.01,49.39,51.5,0,0,HOLD,53.9,1.0,1.0,12.75
2021-09-15,48148.45,50.41,49.0,0,0,HOLD,55.9,1.0,1.0,12.75
2021-09-16,47764.47,44.16,64.2,0,1,HOLD,39.1,1.0,1.0,12.75
2021-09-17,47297.98,49.42,51.5,0,0,HOLD,54.1,1.0,1.0,12.75
2021-09-18,48312.46,51.49,46.3,0,0,HOLD,58.1,1.0,1.0,12.75
2021-09-19,47251.76,49.32,51.7,0,0,HOLD,53.8,1.0,1.0,12.75
2021-09-20,42925.46,46.38,59.0,0,0,HOLD,45.5,1.0,1.0,12.75
2021-09-21,40709.59,41.62,69.8,0,0,HOLD,34.5,1.0,1.0,12.75
2021-09-22,43576.15,47.36,56.6,0,0,HOLD,48.0,1.0,1.0,12.75
2021-09-23,44893.87,46.23,59.3,0,0,HOLD,44.8,1.0,1.0,12.75
2021-09-24,42848.41,46.86,57.8,0,0,HOLD,47.1,1.0,1.0,12.75
2021-09-25,42721.91,43.8,65.0,0,0,HOLD,38.4,1.0,1.0,12.75
2021-09-26,43201.79,47.36,56.6,0,0,HOLD,48.3,1.0,1.0,12.75
2021-09-27,42187.51,43.19,66.4,0,0,HOLD,37.3,1.0,1.0,12.75
2021-09-28,41056.79,45.45,61.2,0,0,HOLD,42.6,1.0,1.0,12.75
2021-09-29,41539.43,42.47,68.0,0,0,HOLD,36.0,1.0,1.0,12.75
2021-09-30,43829.34,48.45,53.9,0,0,HOLD,52.4,1.0,1.0,12.75
2021-10-01,48164.35,49.8,50.5,0,0,HOLD,56.0,1.0,1.0,12.75
2021-10-02,47669.02,52.33,44.2,0,0,HOLD,60.7,1.0,1.0,12.75
2021-10-03,48234.05,49.84,50.4,0,0,HOLD,56.1,1.0,1.0,12.75
2021-10-04,49276.91,55.5,36.6,0,0,HOLD,64.0,1.0,1.0,12.75
2021-10-05,51504.27,54.9,38.0,1,0,HOLD,63.5,1.0,1.0,12.75
2021-10-06,55345.85,60.58,25.8,1,0,DERISK,70.3,0.75,0.75,13.0
2021-10-07,53797.21,57.16,32.8,1,0,DERISK,66.6,0.75,0.75,13.25
2021-10-08,53949.29,59.7,27.5,1,0,DERISK,69.7,0.75,0.75,13.5
2021-10-09,54968.04,58.1,30.8,1,0,DERISK,67.9,0.75,0.75,13.75
2021-10-10,54700.24,60.49,25.9,1,0,DERISK,70.5,0.75,0.75,14.0
2021-10-11,57498.8,61.18,24.6,1,0,DERISK,71.4,0.75,0.75,14.25
2021-10-12,56010.9,62.76,21.8,1,0,DERISK,73.0,0.75,0.75,14.5
2021-10-13,57369.0,61.05,24.9,1,0,DERISK,71.2,0.75,0.75,14.75
2021-10-14,57359.21,63.23,21.0,1,0,DERISK,73.4,0.75,0.75,15.0
2021-10-15,61684.96,62.96,21.5,1,0,DERISK,73.2,0.75,0.75,15.25
2021-10-16,60877.77,64.6,18.8,1,0,DERISK,74.9,0.75,0.75,15.5
2021-10-17,61520.54,62.85,21.7,1,0,DERISK,73.2,0.75,0.75,15.75
2021-10-18,62038.16,65.75,17.1,1,0,DERISK,76.2,0.75,0.75,16.0
2021-10-19,64283.97,64.77,18.6,1,0,DERISK,75.2,0.75,0.75,16.25
2021-10-20,66021.02,66.95,15.5,1,0,DERISK,77.9,0.75,0.75,16.5
2021-10-21,62283.96,63.95,19.9,1,0,DERISK,74.6,0.75,0.75,16.75
2021-10-22,60693.59,64.92,18.4,1,0,DERISK,75.4,0.75,0.75,17.0
2021-10-23,61313.09,63.48,20.6,1,0,DERISK,73.9,0.75,0.75,17.25
2021-10-24,60863.56,64.85,18.5,1,0,DERISK,75.4,0.75,0.75,17.5
2021-10-25,63089.04,64.37,19.2,1,0,DERISK,74.9,0.75,0.75,17.75
2021-10-26,60315.68,64.67,18.7,1,0,DERISK,75.3,0.75,0.75,18.0
2021-10-27,58464.42,61.54,24.0,1,0,DERISK,72.1,0.75,0.75,18.25
2021-10-28,60610.11,64.64,18.8,1,0,DERISK,75.4,0.75,0.75,18.5
2021-10-29,62282.5,63.94,19.9,1,0,DERISK,74.7,0.75,0.75,18.75
2021-10-30,61891.91,65.08,18.1,1,0,DERISK,76.0,0.75,0.75,19.0
2021-10-31,61349.75,63.45,20.7,1,0,DERISK,73.9,0.75,0.75,19.25
2021-11-01,60960.98,63.73,20.2,1,0,DERISK,74.6,0.75,0.75,19.5
2021-11-02,63260.05,63.47,20.6,1,0,DERISK,74.0,0.75,0.75,19.75
2021-11-03,62929.93,64.6,18.8,1,0,DERISK,75.6,0.75,0.75,20.0
2021-11-04,61448.47,62.54,22.2,1,0,DERISK,73.1,0.75,0.75,20.25
2021-11-05,61019.66,63.55,20.5,1,0,DERISK,74.2,0.75,0.75,20.5
2021-11-06,61529.76,62.51,22.2,1,0,DERISK,73.1,0.75,0.75,20.75
2021-11-07,63302.78,64.55,18.9,1,0,DERISK,75.8,0.75,0.75,21.0
2021-11-08,67549.14,66.3,16.4,1,0,DERISK,78.2,0.75,0.75,21.25
2021-11-09,66939.24,66.92,15.5,1,0,DERISK,79.0,0.75,0.75,21.5
2021-11-10,64926.06,65.21,17.9,1,0,DERISK,76.6,0.75,0.75,21.75
2021-11-11,64820.8,66.16,16.6,1,0,DERISK,78.2,0.75,0.75,22.0
2021-11-12,64156.3,64.75,18.6,1,0,DERISK,76.2,0.75,0.75,22.25
2021-11-13,64409.56,65.81,17.1,1,0,DERISK,77.9,0.75,0.75,22.5
2021-11-14,65509.06,65.27,17.8,1,0,DERISK,76.9,0.75,0.75,22.75
2021-11-15,63614.06,63.52,20.6,1,0,DERISK,74.3,0.75,0.75,23.0
2021-11-16,60108.9,59.0,28.9,1,0,HOLD,69.1,1.0,1.0,23.0
2021-11-17,60365.6,60.85,25.3,1,0,HOLD,71.1,1.0,1.0,23.0
2021-11-18,56930.68,56.04,35.3,0,0,HOLD,64.9,1.0,1.0,23.0
2021-11-19,58136.22,58.96,29.0,0,0,HOLD,69.0,1.0,1.0,23.0
2021-11-20,59769.66,58.56,29.8,1,0,HOLD,68.5,1.0,1.0,23.0
2021-11-21,58700.83,59.33,28.2,0,0,HOLD,69.8,1.0,1.0,23.0
2021-11-22,56303.06,52.45,43.9,0,0,HOLD,60.8,1.0,1.0,23.0
2021-11-23,57566.6,55.81,35.9,0,0,HOLD,64.7,1.0,1.0,23.0
2021-11-24,57175.09,53.24,42.0,0,0,HOLD,61.9,1.0,1.0,23.0
2021-11-25,58966.99,56.88,33.4,0,0,HOLD,66.6,1.0,1.0,23.0
2021-11-26,53788.22,49.92,50.2,0,0,HOLD,56.3,1.0,1.0,23.0
2021-11-27,54805.03,53.34,41.7,0,0,HOLD,62.2,1.0,1.0,23.0
2021-11-28,57331.41,53.26,41.9,0,0,HOLD,62.1,1.0,1.0,23.0
2021-11-29,57839.55,55.57,36.4,0,0,HOLD,64.5,1.0,1.0,23.0
2021-11-30,56975.35,52.73,43.2,0,0,HOLD,61.4,1.0,1.0,23.0
2021-12-01,57227.97,54.8,38.2,0,0,HOLD,63.8,1.0,1.0,23.0
2021-12-02,56522.76,52.2,44.5,0,0,HOLD,60.5,1.0,1.0,23.0
2021-12-03,53663.25,51.78,45.6,0,0,HOLD,59.5,1.0,1.0,23.0
2021-12-04,49243.39,45.21,61.7,0,0,HOLD,42.0,1.0,1.0,23.0
2021-12-05,49465.5,48.33,54.2,0,0,HOLD,52.1,1.0,1.0,23.0
2021-12-06,50552.83,44.04,64.5,0,0,HOLD,39.1,1.0,1.0,23.0
2021-12-07,50633.01,47.28,56.8,0,0,HOLD,48.4,1.0,1.0,23.0
2021-12-08,50513.04,43.92,64.7,0,0,HOLD,39.0,1.0,1.0,23.0
2021-12-09,47593.85,44.64,63.1,0,0,HOLD,40.5,1.0,1.0,23.0
2021-12-10,47191.14,40.72,71.7,0,0,HOLD,32.5,1.0,1.0,23.0
2021-12-11,49398.4,46.09,59.7,0,0,HOLD,45.2,1.0,1.0,23.0
2021-12-12,50109.99,43.38,66.0,0,0,HOLD,37.6,1.0,1.0,23.0
2021-12-13,46731.03,43.11,66.6,0,0,HOLD,37.5,1.0,1.0,23.0
2021-12-14,48387.69,40.71,71.7,0,0,HOLD,32.4,1.0,1.0,23.0
2021-12-15,48885.05,44.84,62.6,0,0,HOLD,41.3,1.0,1.0,23.0
2021-12-16,47635.92,39.93,73.3,0,0,HOLD,31.0,1.0,1.0,23.0
2021-12-17,46164.14,42.68,67.5,0,0,HOLD,36.8,1.0,1.0,23.0
2021-12-18,46861.62,39.15,74.7,0,0,ACCUMULATE,28.9,1.25,1.25,22.75
2021-12-19,46697.13,42.99,66.8,0,0,ACCUMULATE,37.3,1.25,1.25,22.5
2021-12-20,46913.54,39.19,74.7,0,0,ACCUMULATE,29.3,1.25,1.25,22.25
2021-12-21,48917.48,44.82,62.7,0,0,ACCUMULATE,41.6,1.25,1.25,22.0
2021-12-22,48614.97,40.71,71.7,0,0,ACCUMULATE,32.7,1.25,1.25,21.75
2021-12-23,50830.2,46.31,59.1,0,0,ACCUMULATE,46.6,1.25,1.25,21.5
2021-12-24,50840.36,42.7,67.5,0,0,ACCUMULATE,37.1,1.25,1.25,21.25
2021-12-25,50431.63,45.92,60.1,0,0,ACCUMULATE,45.8,1.25,1.25,21.0
2021-12-26,50790.88,42.57,67.8,0,0,ACCUMULATE,36.9,1.25,1.25,20.75
2021-12-27,50714.73,47.05,57.3,0,0,ACCUMULATE,49.0,1.25,1.25,20.5
2021-12-28,47536.39,40.57,72.0,0,0,ACCUMULATE,32.2,1.25,1.25,20.25
2021-12-29,46471.7,43.62,65.4,0,0,ACCUMULATE,39.1,1.25,1.25,20.0
2021-12-30,47129.66,40.14,72.8,0,0,ACCUMULATE,31.3,1.25,1.25,19.75
2021-12-31,46197.31,43.37,66.0,0,0,ACCUMULATE,38.4,1.25,1.25,19.5
2022-01-01,47737.35,40.65,71.8,0,0,ACCUMULATE,32.6,1.25,1.25,19.25
2022-01-02,47306.41,44.04,64.5,0,0,ACCUMULATE,40.4,1.25,1.25,19.0
2022-01-03,46450.79,38.36,76.2,0,0,ACCUMULATE,27.8,1.25,1.25,18.75
2022-01-04,45824.54,41.97,69.1,0,0,ACCUMULATE,36.1,1.25,1.25,18.5
2022-01-05,43432.51,36.07,80.1,0,1,ACCUMULATE,23.8,1.25,1.25,18.25
2022-01-06,43094.54,40.11,72.9,0,1,ACCUMULATE,31.4,1.25,1.25,18.0
2022-01-07,41543.79,34.62,82.3,0,1,ACCUMULATE,20.7,1.25,1.25,17.75
2022-01-08,41686.67,39.09,74.9,0,1,ACCUMULATE,28.9,1.25,1.25,17.5
2022-01-09,41869.6,34.81,82.0,0,1,ACCUMULATE,21.3,1.25,1.25,17.25
2022-01-10,41832.59,37.86,77.1,0,2,ACCUMULATE,27.0,1.25,1.25,17.0
2022-01-11,42743.03,34.02,83.2,0,2,ACCUMULATE,19.0,1.25,1.25,16.75
2022-01-12,43919.67,39.14,74.8,0,2,ACCUMULATE,29.4,1.25,1.25,16.5
2022-01-13,42575.61,33.85,83.4,0,2,ACCUMULATE,18.7,1.25,1.25,16.25
2022-01-14,43089.83,38.51,75.9,0,2,ACCUMULATE,28.5,1.25,1.25,16.0
2022-01-15,43088.74,34.18,82.9,0,2,ACCUMULATE,19.6,1.25,1.25,15.75
2022-01-16,43100.36,38.51,75.9,0,2,ACCUMULATE,28.6,1.25,1.25,15.5
2022-01-17,42224.38,33.82,83.4,0,1,ACCUMULATE,18.7,1.25,1.25,15.25
2022-01-18,42372.75,38.3,76.3,0,1,ACCUMULATE,28.3,1.25,1.25,15.0
2022-01-19,41674.8,33.38,84.1,0,1,ACCUMULATE,17.9,1.25,1.25,14.75
2022-01-20,40697.03,37.04,78.5,0,1,ACCUMULATE,26.4,1.25,1.25,14.5
2022-01-21,36469.3,27.86,90.1,0,2,ACCUMULATE,9.9,1.25,1.25,14.25
2022-01-22,35075.92,31.96,85.9,0,2,ACCUMULATE,15.6,1.25,1.25,14.0
2022-01-23,36288.15,27.63,90.4,0,2,ACCUMULATE,9.6,1.25,1.25,13.75
2022-01-24,36702.79,31.77,86.1,0,3,ACCUMULATE,15.3,1.25,1.25,13.5
2022-01-25,36975.99,26.51,91.3,0,3,ACCUMULATE,8.5,1.25,1.25,13.25
2022-01-26,36829.37,31.83,86.0,0,3,ACCUMULATE,15.8,1.25,1.25,13.0
2022-01-27,37189.85,26.69,91.1,0,3,ACCUMULATE,8.6,1.25,1.25,12.75
2022-01-28,37744.7,32.72,84.9,0,3,ACCUMULATE,17.3,1.25,1.25,12.5
2022-01-29,38184.86,27.7,90.3,0,3,ACCUMULATE,10.0,1.25,1.25,12.25
2022-01-30,37908.44,32.95,84.6,0,3,ACCUMULATE,17.9,1.25,1.25,12.0
2022-01-31,38494.66,29.1,89.0,0,3,ACCUMULATE,12.3,1.25,1.25,11.75
2022-02-01,38721.49,34.58,82.4,0,3,ACCUMULATE,21.7,1.25,1.25,11.5
2022-02-02,36918.19,27.35,90.6,0,3,ACCUMULATE,9.5,1.25,1.25,11.25
2022-02-03,37328.64,33.13,84.4,0,3,ACCUMULATE,18.4,1.25,1.25,11.0
2022-02-04,41590.34,32.28,85.5,0,2,ACCUMULATE,16.4,1.25,1.25,10.75
2022-02-05,41418.21,36.74,79.0,0,2,ACCUMULATE,26.6,1.25,1.25,10.5
2022-02-06,42412.41,32.86,84.7,0,1,ACCUMULATE,17.8,1.25,1.25,10.25
2022-02-07,43861.07,40.49,72.1,0,0,HOLD,34.5,1.0,1.0,10.25
2022-02-08,44080.12,36.53,79.4,0,0,HOLD,26.4,1.0,1.0,10.25
2022-02-09,44422.91,40.75,71.6,0,0,HOLD,35.6,1.0,1.0,10.25
2022-02-10,43531.67,36.06,80.1,0,0,HOLD,25.4,1.0,1.0,10.25
2022-02-11,42398.98,39.33,74.4,0,0,HOLD,32.3,1.0,1.0,10.25
2022-02-12,42239.01,35.05,81.7,0,1,HOLD,23.2,1.0,1.0,10.25
2022-02-13,42069.84,39.07,74.9,0,1,HOLD,31.0,1.0,1.0,10.25
2022-02-14,42552.28,34.92,81.9,0,0,HOLD,22.9,1.0,1.0,10.25
2022-02-15,44576.33,40.49,72.1,0,0,HOLD,34.9,1.0,1.0,10.25
2022-02-16,43896.34,35.88,80.4,0,0,HOLD,25.3,1.0,1.0,10.25
2022-02-17,40545.09,37.34,78.0,0,1,HOLD,28.4,1.0,1.0,10.25
2022-02-18,39994.66,32.28,85.5,0,2,HOLD,16.5,1.0,1.0,10.25
2022-02-19,40107.12,36.84,78.8,0,1,HOLD,27.4,1.0,1.0,10.25
2022-02-20,38397.25,30.53,87.5,0,2,HOLD,14.3,1.0,1.0,10.25
2022-02-21,37037.39,32.22,85.5,0,3,HOLD,16.4,1.0,1.0,10.25
2022-02-22,38267.75,28.46,89.6,0,3,HOLD,11.2,1.0,1.0,10.25
2022-02-23,37270.85,32.42,85.3,0,3,HOLD,17.3,1.0,1.0,10.25
2022-02-24,38353.62,28.54,89.5,0,3,HOLD,11.4,1.0,1.0,10.25
2022-02-25,39239.77,34.21,82.9,0,3,HOLD,21.2,1.0,1.0,10.25
2022-02-26,39134.83,29.37,88.7,0,3,HOLD,12.8,1.0,1.0,10.25
2022-02-27,37714.96,32.79,84.8,0,3,HOLD,18.2,1.0,1.0,10.25
2022-02-28,43189.46,36.14,80.0,0,0,HOLD,26.6,1.0,1.0,10.25
2022-03-01,44428.47,41.05,71.0,0,0,HOLD,37.3,1.0,1.0,10.25
2022-03-02,43935.37,36.84,78.9,0,0,ACCUMULATE,28.1,1.25,1.25,10.0
2022-03-03,42474.37,39.5,74.1,0,0,ACCUMULATE,34.0,1.25,1.25,9.75
2022-03-04,39154.4,32.2,85.6,0,2,ACCUMULATE,16.6,1.25,1.25,9.5
2022-03-05,39407.02,36.8,78.9,0,2,ACCUMULATE,28.0,1.25,1.25,9.25
2022-03-06,38428.92,31.43,86.5,0,2,ACCUMULATE,15.5,1.25,1.25,9.0
2022-03-07,38030.63,34.36,82.7,0,2,ACCUMULATE,22.1,1.25,1.25,8.75
2022-03-08,38748.52,30.44,87.6,0,2,ACCUMULATE,14.5,1.25,1.25,8.5
2022-03-09,41962.85,37.98,76.9,0,0,ACCUMULATE,30.6,1.25,1.25,8.25
2022-03-10,39443.42,31.21,86.8,0,2,ACCUMULATE,15.5,1.25,1.25,8.0
2022-03-11,38741.03,35.1,81.6,0,2,ACCUMULATE,24.5,1.25,1.25,7.75
2022-03-12,38805.53,30.55,87.5,0,2,ACCUMULATE,14.8,1.25,1.25,7.5
2022-03-13,37796.31,34.29,82.8,0,2,ACCUMULATE,22.2,1.25,1.25,7.25
2022-03-14,39696.28,32.59,85.1,0,0,ACCUMULATE,18.3,1.25,1.25,7.0
2022-03-15,39314.86,36.61,79.2,0,2,ACCUMULATE,28.2,1.25,1.25,6.75
2022-03-16,41133.64,34.18,83.0,0,0,ACCUMULATE,21.8,1.25,1.25,6.5
2022-03-17,40956.79,38.11,76.7,0,0,ACCUMULATE,31.3,1.25,1.25,6.25
2022-03-18,41790.97,34.82,82.0,0,0,ACCUMULATE,24.1,1.25,1.25,6.0
2022-03-19,42235.02,39.26,74.5,0,0,ACCUMULATE,34.2,1.25,1.25,5.75
2022-03-20,41243.16,34.31,82.8,0,0,ACCUMULATE,22.5,1.25,1.25,5.5
2022-03-21,41043.9,38.81,75.4,0,0,ACCUMULATE,32.7,1.25,1.25,5.25
2022-03-22,42380.11,36.19,79.9,0,0,ACCUMULATE,27.6,1.25,1.25,5.0
2022-03-23,42904.1,40.42,72.3,0,0,ACCUMULATE,36.8,1.25,1.25,4.75
2022-03-24,44006.77,37.78,77.2,0,0,HOLD,30.7,1.0,1.0,4.75
2022-03-25,44331.36,41.55,70.0,0,0,HOLD,40.3,1.0,1.0,4.75
2022-03-26,44542.31,38.29,76.3,0,0,HOLD,32.1,1.0,1.0,4.75
2022-03-27,46842.14,43.65,65.4,0,0,HOLD,45.1,1.0,1.0,4.75
2022-03-28,47128.71,42.89,67.1,0,0,HOLD,43.3,1.0,1.0,4.75
2022-03-29,47445.3,45.8,60.3,0,0,HOLD,51.5,1.0,1.0,4.75
2022-03-30,47056.41,42.79,67.3,0,0,HOLD,43.2,1.0,1.0,4.75
2022-03-31,45522.65,43.99,64.6,0,0,HOLD,46.1,1.0,1.0,4.75
2022-04-01,46299.75,42.02,69.0,0,0,HOLD,41.7,1.0,1.0,4.75
2022-04-02,45822.28,44.13,64.3,0,0,HOLD,46.5,1.0,1.0,4.75
2022-04-03,46414.26,42.11,68.8,0,0,HOLD,41.7,1.0,1.0,4.75
2022-04-04,46609.36,44.87,62.6,0,0,HOLD,48.4,1.0,1.0,4.75
2022-04-05,45501.58,41.22,70.6,0,0,HOLD,39.4,1.0,1.0,4.75
2022-04-06,43177.78,42.14,68.7,0,0,HOLD,41.8,1.0,1.0,4.75
2022-04-07,43466.21,39.2,74.6,0,0,HOLD,34.1,1.0,1.0,4.75
2022-04-08,42273.38,41.38,70.3,0,0,HOLD,39.9,1.0,1.0,4.75
2022-04-09,42768.61,38.49,76.0,0,0,HOLD,32.2,1.0,1.0,4.75
2022-04-10,42153.77,41.27,70.5,0,0,HOLD,39.5,1.0,1.0,4.75
2022-04-11,39536.71,33.09,84.4,0,0,HOLD,19.3,1.0,1.0,4.75
2022-04-12,40086.66,37.74,77.3,0,0,HOLD,30.4,1.0,1.0,4.75
2022-04-13,41150.33,35.14,81.5,0,0,HOLD,25.1,1.0,1.0,4.75
2022-04-14,39951.63,37.39,77.9,0,0,HOLD,30.2,1.0,1.0,4.75
2022-04-15,40563.69,34.42,82.6,0,0,ACCUMULATE,22.9,1.25,1.25,4.5
2022-04-16,40392.55,37.57,77.6,0,0,ACCUMULATE,30.5,1.25,1.25,4.25
2022-04-17,39688.16,33.25,84.2,0,0,ACCUMULATE,19.7,1.25,1.25,4.0
2022-04-18,40811.03,38.49,76.0,0,0,ACCUMULATE,32.7,1.25,1.25,3.75
2022-04-19,41504.44,36.2,79.9,0,0,ACCUMULATE,27.8,1.25,1.25,3.5
2022-04-20,41375.35,39.02,75.0,0,0,ACCUMULATE,33.8,1.25,1.25,3.25
2022-04-21,40490.97,35.07,81.6,0,0,ACCUMULATE,24.9,1.25,1.25,3.0
2022-04-22,39716.04,37.36,78.0,0,0,ACCUMULATE,30.5,1.25,1.25,2.75
2022-04-23,39445.97,33.72,83.6,0,0,ACCUMULATE,20.8,1.25,1.25,2.5
2022-04-24,39466.26,37.11,78.4,0,0,ACCUMULATE,30.3,1.25,1.25,2.25
2022-04-25,40437.52,35.21,81.4,0,0,ACCUMULATE,25.5,1.25,1.25,2.0
2022-04-26,38117.39,35.8,80.5,0,1,ACCUMULATE,27.0,1.25,1.25,1.75
2022-04-27,39252.04,33.68,83.6,0,0,ACCUMULATE,20.7,1.25,1.25,1.5
2022-04-28,39749.75,37.61,77.5,0,0,ACCUMULATE,31.2,1.25,1.25,1.25
2022-04-29,38594.22,32.89,84.7,0,0,ACCUMULATE,19.0,1.25,1.25,1.0
2022-04-30,37650.13,35.26,81.4,0,1,ACCUMULATE,25.8,1.25,1.25,0.75
2022-05-01,38480.53,32.84,84.8,0,0,ACCUMULATE,18.7,1.25,1.25,0.5
2022-05-02,38513.01,35.77,80.6,0,0,ACCUMULATE,27.1,1.25,1.25,0.25
2022-05-03,37725.38,31.5,86.4,0,1,ACCUMULATE,15.9,1.25,1.25,0.0
2022-05-04,39680.21,37.41,77.9,0,0,ACCUMULATE,31.3,1.25,1.25,0.0
2022-05-05,36546.86,30.27,87.8,0,2,ACCUMULATE,14.2,1.25,1.25,0.0
2022-05-06,36009.89,33.56,83.8,0,2,ACCUMULATE,20.8,1.25,1.25,0.0
2022-05-07,35469.21,29.16,88.9,0,2,ACCUMULATE,12.5,1.25,1.25,0.0
2022-05-08,34033.77,31.79,86.1,0,2,ACCUMULATE,16.6,1.25,1.25,0.0
2022-05-09,30076.9,20.13,95.2,0,3,ACCUMULATE,6.2,1.25,1.25,0.0
2022-05-10,31013.12,26.33,91.4,0,3,ACCUMULATE,8.5,1.25,1.25,0.0
2022-05-11,29017.21,19.55,95.5,0,3,ACCUMULATE,6.0,1.25,1.25,0.0
2022-05-12,28915.72,24.71,92.6,0,3,ACCUMULATE,7.8,1.25,1.25,0.0
2022-05-13,29244.83,19.64,95.4,0,3,ACCUMULATE,6.0,1.25,1.25,0.0
2022-05-14,30050.31,25.55,92.0,0,3,ACCUMULATE,8.2,1.25,1.25,0.0
2022-05-15,31296.11,21.88,94.3,0,3,ACCUMULATE,6.8,1.25,1.25,0.0
2022-05-16,29838.5,25.73,91.9,0,3,ACCUMULATE,8.5,1.25,1.25,0.0
2022-05-17,30415.91,21.22,94.7,0,3,ACCUMULATE,6.6,1.25,1.25,0.0
2022-05-18,28667.29,24.73,92.6,0,3,ACCUMULATE,8.1,1.25,1.25,0.0
2022-05-19,30282.48,21.19,94.7,0,3,ACCUMULATE,6.6,1.25,1.25,0.0
2022-05-20,29166.15,25.05,92.4,0,3,ACCUMULATE,8.2,1.25,1.25,0.0
2022-05-21,29410.72,20.29,95.1,0,3,ACCUMULATE,6.4,1.25,1.25,0.0
2022-05-22,30264.29,26.2,91.5,0,3,ACCUMULATE,9.2,1.25,1.25,0.0
2022-05-23,29075.68,20.02,95.2,0,3,ACCUMULATE,6.3,1.25,1.25,0.0
2022-05-24,29630.05,25.53,92.0,0,3,ACCUMULATE,8.7,1.25,1.25,0.0
2022-05-25,29508.27,20.67,94.9,0,3,ACCUMULATE,6.6,1.25,1.25,0.0
2022-05-26,29188.71,25.26,92.2,0,3,ACCUMULATE,8.6,1.25,1.25,0.0
2022-05-27,28597.33,19.72,95.4,0,3,ACCUMULATE,6.1,1.25,1.25,0.0
2022-05-28,29013.53,25.25,92.2,0,3,ACCUMULATE,8.7,1.25,1.25,0.0
2022-05-29,29452.23,20.91,94.8,0,3,ACCUMULATE,6.8,1.25,1.25,0.0
2022-05-30,31716.41,30.02,88.1,0,3,ACCUMULATE,15.2,1.25,1.25,0.0
2022-05-31,31782.16,25.81,91.8,0,3,ACCUMULATE,9.4,1.25,1.25,0.0
2022-06-01,29789.58,28.17,89.9,0,3,ACCUMULATE,12.1,1.25,1.25,0.0
